,yield,y_classider,y_regression
2014-04-19 12:00:00,1.435340022,0.0,0.0355351171
2015-03-09 06:00:00,0.0,0.0,0.0
2015-01-17 08:00:00,0.0,0.0,0.3163322185
2014-01-29 16:00:00,6.11761427,1.0,11.2465161651
2014-08-03 12:00:00,0.0,0.0,0.0
2014-07-27 06:00:00,0.0,0.0,0.0
2014-10-28 06:00:00,0.0,0.0,0.0
2015-08-20 02:00:00,0.0,0.0,0.0
2015-08-10 14:00:00,0.0,0.0,0.0
2015-10-16 04:00:00,0.0,0.0,0.0
2014-04-24 20:00:00,0.0,0.0,0.0
2014-12-24 08:00:00,0.0,0.0,0.0411120123153
2015-09-03 12:00:00,0.0,0.0,0.0
2014-08-04 08:00:00,0.01393534,0.0,0.0
2015-08-23 16:00:00,0.0,0.0,0.0
2014-12-26 22:00:00,0.0,0.0,0.0
2014-08-21 12:00:00,0.0,0.0,0.0
2014-08-28 16:00:00,0.0,0.0,0.0
2014-10-28 08:00:00,0.0,0.0,0.0
2015-11-28 04:00:00,0.0,0.0,0.0
2014-02-04 22:00:00,0.0,0.0,0.0
2015-11-29 20:00:00,0.0,0.0,0.0
2014-07-28 18:00:00,0.0,0.0,0.0
2014-12-24 10:00:00,0.0,0.0,0.0
2014-02-17 16:00:00,13.52424749,1.0,9.0496098112
2015-10-19 22:00:00,0.334448161,1.0,1.8972965441
2015-11-13 22:00:00,0.0,0.0,0.0
2014-05-10 18:00:00,0.0,0.0,0.0
2015-03-31 12:00:00,0.0,0.0,0.0
2015-11-07 06:00:00,0.0,0.0,0.0
2014-03-17 16:00:00,0.0,0.0,0.0
2014-06-06 12:00:00,0.0,0.0,0.0
2014-06-26 00:00:00,3.393255295,1.0,9.5889074686
2015-01-09 14:00:00,0.00696767,0.0,0.0466833891
2013-11-29 22:00:00,0.0,0.0,0.0
2013-12-26 22:00:00,1.114827202,1.0,22.241499442
2015-08-22 18:00:00,0.0,0.0,0.0
2014-01-20 06:00:00,8.897714604,1.0,5.9113712371
2015-09-24 16:00:00,0.0,0.0,0.0
2014-01-17 16:00:00,4.542920847,1.0,9.849498328
2013-12-30 10:00:00,0.0,0.0,0.0
2015-08-15 04:00:00,0.0,0.0,0.0
2015-08-24 18:00:00,0.0,0.0,0.0
2013-12-01 14:00:00,0.00696767,0.0,0.011148272
2014-04-04 14:00:00,0.0,0.0,0.0
2014-01-28 20:00:00,9.148550725,1.0,5.8005852844
2014-08-17 10:00:00,0.0,0.0,0.0
2015-01-08 18:00:00,0.0,0.0,0.0
2014-03-09 02:00:00,0.0,0.0,0.0
2014-04-09 10:00:00,0.0,0.0,0.0
2015-11-07 08:00:00,0.0,0.0,0.0
2014-04-12 04:00:00,0.0,0.0,0.0
2013-12-30 20:00:00,0.0,0.0,0.0
2015-01-09 22:00:00,0.00696767,1.0,0.0
2014-08-17 02:00:00,0.0,0.0,0.0
2015-08-30 16:00:00,0.0,0.0,0.0
2015-11-10 02:00:00,0.0,0.0,0.0
2014-12-24 14:00:00,0.0,0.0,0.0
2014-04-21 04:00:00,4.549888517,1.0,4.9630713488
2014-04-27 06:00:00,0.0,0.0,0.0
2015-03-30 20:00:00,0.0,0.0,0.0
2014-01-19 12:00:00,18.5409699,1.0,14.029403565
2015-09-29 10:00:00,0.0,0.0,0.0
2014-09-10 02:00:00,0.0,0.0,0.0
2015-10-02 14:00:00,0.0,0.0,0.0
2015-12-14 12:00:00,0.0,0.0,0.0
2013-12-21 04:00:00,0.0,0.0,0.0
2014-10-03 12:00:00,0.0,0.0,0.0
2015-12-16 02:00:00,0.0,0.0,0.0
2014-09-17 10:00:00,0.0,0.0,0.0
2014-09-29 06:00:00,5.211817168,1.0,8.1730769224
2014-04-29 14:00:00,0.0,0.0,0.0
2015-02-19 00:00:00,0.529542921,1.0,2.2108416946
2014-06-23 04:00:00,0.0,0.0,0.0
2013-12-10 20:00:00,0.0,0.0,0.0
2014-02-03 22:00:00,0.0,0.0,0.0613154961
2014-02-01 14:00:00,2.236622074,1.0,3.6106465996
2014-05-16 12:00:00,0.0,0.0,0.018812709
2014-08-06 04:00:00,0.0,0.0,0.0
2014-05-28 04:00:00,2.431716834,1.0,9.1464604249
2014-02-20 18:00:00,0.0,0.0,0.0
2015-11-05 16:00:00,0.0,0.0,0.0
2014-10-15 14:00:00,0.01393534,0.0,0.0
2014-05-02 06:00:00,0.0,0.0,0.0
2014-08-21 02:00:00,0.0,0.0,0.0
2014-04-23 10:00:00,0.0,0.0,0.0
2014-12-02 10:00:00,11.61510591,1.0,7.6282051278
2015-12-11 00:00:00,0.0,0.0,0.0
2014-05-13 08:00:00,0.0,0.0,0.0
2015-08-05 12:00:00,0.0,0.0,0.0
2015-09-19 18:00:00,0.0,0.0,0.0
2014-05-11 10:00:00,0.0,0.0,0.0
2014-10-19 00:00:00,0.0,0.0,0.0
2015-11-26 12:00:00,0.0,0.0,0.0
2014-06-24 00:00:00,4.912207358,1.0,4.2196209588
2014-08-20 20:00:00,0.0,0.0,0.0
2015-11-30 00:00:00,0.0,0.0,0.0
2014-07-09 00:00:00,0.0,0.0,0.0
2013-12-12 12:00:00,0.0,0.0,0.0
2015-03-12 18:00:00,0.0,0.0,0.0
2014-01-15 04:00:00,0.0,0.0,0.1379598662
2014-09-16 08:00:00,0.0,0.0,0.0
2014-02-02 16:00:00,6.51477146,1.0,6.195652174
2014-07-12 04:00:00,0.0,0.0,0.0
2015-03-16 18:00:00,0.0,0.0,0.0
2014-02-07 06:00:00,27.64074693,1.0,18.744425864
2014-12-08 00:00:00,0.0,0.0,0.0
2014-03-15 02:00:00,0.0,0.0,0.0
2014-07-07 00:00:00,11.15523969,1.0,11.9286510583
2015-11-04 16:00:00,0.02787068,0.0,0.2724358974
2013-12-27 04:00:00,0.0,0.0,0.0
2015-09-05 20:00:00,0.0,0.0,0.0
2014-12-03 20:00:00,8.918617614,1.0,9.5429208464
2015-01-05 10:00:00,0.0,0.0,0.0
2015-02-20 22:00:00,11.58723523,1.0,13.1946766995
2014-02-19 10:00:00,0.04877369,1.0,1.4809782608
2014-04-04 06:00:00,10.45847269,1.0,8.6566332217
2014-09-26 12:00:00,0.0,0.0,0.0
2013-12-09 14:00:00,0.0,0.0,0.0
2014-04-19 10:00:00,0.0,0.0,0.0
2014-03-23 20:00:00,0.0,0.0,0.0
2014-10-14 16:00:00,1.463210702,0.0,0.1400501672
2015-10-14 10:00:00,0.17419175,1.0,0.9942865106
2015-10-22 04:00:00,0.0,0.0,0.2574554069
2013-12-20 14:00:00,0.0,0.0,1.7607302117
2015-12-13 02:00:00,0.0,0.0,0.0
2014-08-15 04:00:00,0.0,0.0,0.0
2014-06-20 08:00:00,2.640746934,1.0,4.0496098108
2015-09-03 06:00:00,0.0,0.0,0.0
2015-12-02 00:00:00,0.0,0.0,0.0
2014-12-08 20:00:00,0.0,0.0,0.0
2014-01-29 20:00:00,0.02090301,1.0,6.3879598663
2015-01-10 18:00:00,0.0,0.0,0.0
2014-02-05 10:00:00,0.0,0.0,0.0
2014-12-19 22:00:00,0.0,0.0,0.0
2015-09-22 18:00:00,0.0,0.0,0.0
2014-01-21 16:00:00,1.407469342,1.0,1.3496376812
2015-08-16 14:00:00,0.0,0.0,0.0
2015-10-02 06:00:00,0.0,0.0,0.0
2015-01-12 12:00:00,0.0,0.0,0.0
2015-10-24 12:00:00,0.0,0.0,0.0
2014-10-09 12:00:00,0.0,0.0,0.0
2014-05-01 18:00:00,0.0,0.0,0.0
2014-03-28 20:00:00,3.023968785,1.0,6.2318840578
2013-12-24 06:00:00,0.0,0.0,0.0
2015-03-27 02:00:00,0.0,0.0,0.0
2014-09-25 06:00:00,0.961538462,1.0,3.1884057972
2014-06-02 00:00:00,0.0,0.0,0.0
2014-11-02 02:00:00,0.0,0.0,0.0
2014-12-25 10:00:00,0.0,0.0,0.0
2015-10-20 14:00:00,0.0,0.0,0.025083612
2014-01-09 14:00:00,0.0,0.0,0.0
2015-03-26 08:00:00,0.982441472,1.0,2.0735785952
2014-12-07 12:00:00,0.0,0.0,0.0
2014-05-02 12:00:00,0.0,0.0,0.0
2014-02-16 02:00:00,9.754738016,1.0,4.0112876256
2014-12-08 10:00:00,0.0,0.0,0.0
2014-02-20 02:00:00,0.0,0.0,0.0
2015-09-29 18:00:00,0.0,0.0,0.0884912271732
2015-10-20 04:00:00,0.01393534,1.0,2.6992753625
2014-04-06 18:00:00,0.0,0.0,0.0
2014-03-16 20:00:00,0.0,0.0,0.0
2015-11-01 04:00:00,21.39074693,1.0,15.0083612052
2015-03-14 22:00:00,0.0,0.0,0.0
2014-03-31 00:00:00,0.0,0.0,0.0
2014-01-17 00:00:00,2.452619844,1.0,1.885451505
2014-09-05 06:00:00,0.0,0.0,0.0
2015-09-21 14:00:00,0.0,0.0,0.0
2014-10-28 10:00:00,0.0,0.0,0.0
2015-11-30 20:00:00,0.0,0.0,0.0
2014-02-05 18:00:00,0.0,0.0,0.0
2015-01-17 18:00:00,0.01393534,1.0,0.5894648829
2014-06-27 00:00:00,0.0,0.0,0.0
2015-08-30 12:00:00,0.0,0.0,0.0
2014-05-02 04:00:00,0.0,0.0,0.0
2015-12-10 02:00:00,0.0,0.0,0.0
2014-12-22 06:00:00,0.0,0.0,0.0
2014-02-04 18:00:00,0.0,0.0,0.0
2015-01-07 22:00:00,0.0,0.0,0.0
2015-03-31 14:00:00,0.0,0.0,0.0
2013-12-12 08:00:00,0.0,0.0,0.0
2014-10-16 10:00:00,0.00696767,0.0,0.0
2013-12-24 16:00:00,0.0,0.0,0.0
2015-03-09 02:00:00,0.0,0.0,0.0
2015-01-14 12:00:00,0.0,0.0,0.0
2013-12-20 10:00:00,0.982441472,1.0,2.459587514
2015-10-21 22:00:00,0.0,0.0,0.0
2014-03-30 22:00:00,0.0,0.0,0.0
2015-08-11 02:00:00,0.0,0.0,0.0
2014-07-16 20:00:00,0.0,0.0,0.0
2014-12-08 06:00:00,0.0,0.0,0.0
2014-12-14 20:00:00,3.476867336,1.0,8.0420847272
2013-12-26 16:00:00,12.31884058,1.0,11.3970178375
2014-02-27 02:00:00,0.0,0.0,0.0
2014-08-29 16:00:00,0.0,0.0,0.0
2014-03-11 20:00:00,1.309921962,1.0,0.7685340021
2015-10-10 06:00:00,0.0,0.0,0.0
2014-03-09 08:00:00,0.02787068,0.0,0.0
2015-02-23 10:00:00,0.0,0.0,0.0
2014-07-13 04:00:00,0.0,0.0,0.0
2015-02-03 12:00:00,0.0,0.0,0.0
2014-04-11 20:00:00,0.0,0.0,0.0
2015-10-30 06:00:00,0.0,0.0,0.0
2014-08-09 22:00:00,0.0,0.0,0.0
2014-09-16 10:00:00,0.0,0.0,0.0
2015-08-04 04:00:00,0.0,0.0,0.0
2014-03-08 16:00:00,0.0,1.0,0.0
2014-04-24 06:00:00,0.0,0.0,0.0
2014-06-25 04:00:00,11.07162765,1.0,11.4750557415
2015-11-08 22:00:00,0.0,0.0,0.0
2014-09-19 12:00:00,0.0,0.0,0.0
2015-08-31 14:00:00,0.0,0.0,0.0
2014-01-09 12:00:00,0.0,0.0,0.0
2014-07-11 08:00:00,0.0,0.0,0.0
2015-03-27 20:00:00,0.0,0.0,0.0
2014-02-26 20:00:00,0.0,0.0,0.0
2015-11-19 20:00:00,0.0,0.0,0.0
2014-12-05 10:00:00,0.0,0.0,0.1776755852
2014-01-09 22:00:00,0.0,0.0,0.0
2013-11-29 08:00:00,0.0,0.0,0.0
2014-04-17 14:00:00,0.0,0.0,0.0
2014-02-03 12:00:00,0.0,0.0,0.066889632
2014-05-10 00:00:00,0.0,0.0,0.0
2014-04-07 06:00:00,0.0,0.0,0.0
2014-04-12 08:00:00,0.0,0.0,0.0
2014-09-13 16:00:00,0.0,0.0,0.0
2014-09-29 14:00:00,0.0,0.0,0.025083612
2014-04-25 10:00:00,0.0,0.0,0.0
2015-09-13 12:00:00,0.0,0.0,0.0
2014-08-03 00:00:00,26.6722408,1.0,23.10409699
2015-01-08 00:00:00,0.0,0.0,0.0
2015-09-05 04:00:00,0.0,0.0,0.0
2015-01-14 20:00:00,0.0,0.0,0.0
2014-12-21 04:00:00,0.0,0.0,0.0
2014-12-13 08:00:00,0.0,0.0,0.0
2014-07-16 10:00:00,0.0,0.0,0.0
2015-08-05 02:00:00,0.0,0.0,0.0
2014-09-11 04:00:00,0.0,0.0,0.0
2014-05-27 06:00:00,25.25083612,1.0,19.612597547
2014-01-22 10:00:00,2.006688963,1.0,4.2635172799
2015-03-08 02:00:00,0.0,0.0,0.0
2015-12-01 14:00:00,0.0,0.0,0.0
2014-08-23 04:00:00,0.0,0.0,0.0
2015-02-24 04:00:00,0.0,0.0,0.0
2015-10-02 10:00:00,0.0,0.0,0.0
2014-07-31 22:00:00,0.0,0.0,0.0
2015-03-24 00:00:00,8.612040134,1.0,9.4718506132
2014-06-21 08:00:00,0.0,0.0,0.0
2014-09-30 16:00:00,0.0,0.0,0.0
2014-03-28 06:00:00,0.0,1.0,2.3174470458
2014-07-06 06:00:00,0.0,0.0,0.0
2014-03-17 04:00:00,0.0,0.0,0.0
2014-07-07 10:00:00,0.0,1.0,1.0193701226
2014-02-17 00:00:00,1.853400223,1.0,5.3100613155
2015-03-16 08:00:00,0.0,0.0,0.0
2013-11-29 10:00:00,0.0,0.0,0.0
2014-06-18 16:00:00,0.00696767,0.0,0.022296544
2014-05-07 10:00:00,0.0,0.0,0.0
2015-03-14 06:00:00,9.476031215,1.0,3.8092251951
2014-04-12 12:00:00,0.0,0.0,0.0
2013-12-26 10:00:00,7.476309922,1.0,6.6297380162
2015-03-27 14:00:00,0.0,0.0,0.0
2014-09-13 02:00:00,0.0,0.0,0.0
2015-11-27 06:00:00,0.0,0.0,0.0
2015-02-06 08:00:00,0.0,0.0,0.0
2014-08-15 22:00:00,0.0,0.0,0.0
2014-04-04 10:00:00,0.0,0.0,0.0
2013-12-09 08:00:00,0.0,0.0,0.0
2014-09-11 10:00:00,0.0,0.0,0.045986622
2015-11-07 12:00:00,0.0,0.0,0.0
2014-06-22 18:00:00,0.0,0.0,0.0
2014-04-29 08:00:00,0.0,0.0,0.0
2014-08-22 02:00:00,0.0,0.0,0.0
2015-10-15 20:00:00,0.0,0.0,0.0
2015-10-22 00:00:00,0.0,0.0,0.4828595318
2015-03-29 22:00:00,0.0,0.0,0.0
2015-02-15 14:00:00,0.0,0.0,0.0
2014-06-06 20:00:00,0.0,0.0,0.0
2014-05-15 22:00:00,0.0,0.0,0.0
2015-02-22 08:00:00,13.41276477,1.0,17.4379877377
2014-03-01 08:00:00,0.0,0.0,0.0
2014-08-07 04:00:00,0.0,0.0,0.0
2014-04-26 08:00:00,0.0,0.0,0.0
2014-01-11 12:00:00,0.0,0.0,0.0
2014-03-29 12:00:00,0.2090301,1.0,2.9030797102
2013-12-08 18:00:00,0.0,0.0,0.0
2015-03-09 08:00:00,0.0,0.0,0.0
2014-01-28 12:00:00,6.39632107,1.0,2.2456800445
2014-09-16 18:00:00,0.0,0.0,0.0
2014-03-03 06:00:00,19.18199554,1.0,23.685200668
2014-05-08 14:00:00,0.0,0.0,0.0
2014-06-17 16:00:00,5.929487179,1.0,8.4873188411
2015-10-17 00:00:00,0.0,0.0,0.1714046823
2013-12-28 00:00:00,0.0,0.0,0.0
2015-01-02 04:00:00,0.0,0.0,0.0
2015-12-21 02:00:00,0.0,0.0,0.0
2014-01-30 14:00:00,0.0,1.0,0.0843088071
2014-03-03 02:00:00,24.35897436,1.0,22.162764771
2015-10-23 10:00:00,1.741917503,1.0,1.8067168337
2014-07-21 04:00:00,0.0,0.0,0.0
2015-08-11 10:00:00,0.0,0.0,0.0
2014-04-07 14:00:00,0.0,0.0,0.0
2013-12-21 18:00:00,0.0,0.0,1.4799331104
2014-01-10 18:00:00,0.0,1.0,1.3207218506
2013-12-07 00:00:00,0.0,1.0,0.1734949832
2014-03-13 02:00:00,5.274526198,1.0,3.9388238572
2015-03-25 22:00:00,3.602285396,1.0,4.6982998887
2014-09-05 02:00:00,0.0,0.0,0.0
2015-09-26 10:00:00,0.0,0.0,0.0
2014-07-07 22:00:00,0.0,1.0,1.5732998886
2015-10-13 22:00:00,3.504738016,1.0,3.3549331107
2015-11-19 18:00:00,0.0,0.0,0.0
2014-10-31 04:00:00,0.0,0.0,0.0
2014-12-02 00:00:00,8.089464883,1.0,5.7866499441
2015-08-23 00:00:00,0.0,0.0,0.0
2015-01-10 00:00:00,0.00696767,1.0,0.010451505
2014-10-14 10:00:00,0.04877369,1.0,1.5224358975
2014-06-11 14:00:00,0.0,0.0,0.0
2015-02-18 16:00:00,0.00696767,0.0,0.6096711258
2015-11-09 18:00:00,0.0,0.0,0.0
2015-09-08 10:00:00,0.0,0.0,0.0529561101732
2013-12-22 22:00:00,0.0,0.0,0.0
2015-02-11 02:00:00,0.0,0.0,0.0
2014-02-02 02:00:00,17.9138796,1.0,9.7129319942
2014-05-09 02:00:00,0.0,0.0,0.0
2014-03-16 18:00:00,0.0,0.0,0.0
2014-02-22 22:00:00,0.0,0.0,0.0
2015-08-25 06:00:00,0.0,0.0,0.0
2015-09-27 10:00:00,0.02787068,0.0,0.032748049
2014-12-26 16:00:00,0.0,0.0,0.0
2015-11-20 12:00:00,0.0,0.0,0.0
2014-02-21 00:00:00,0.0,0.0,0.0
2013-12-11 08:00:00,0.0,0.0,0.0
2015-03-09 16:00:00,0.0,0.0,0.0
2014-09-04 18:00:00,0.0,0.0,0.0
2015-03-03 16:00:00,0.0,0.0,0.0
2014-08-04 12:00:00,0.0,0.0,0.0
2015-03-29 02:00:00,0.0,0.0,0.0
2014-04-18 02:00:00,8.765328874,1.0,8.8754180601
2013-12-21 10:00:00,0.0,0.0,0.0
2015-08-14 04:00:00,0.0,0.0,0.0
2014-02-04 02:00:00,12.54180602,1.0,5.1895206251
2015-08-14 08:00:00,0.0,0.0,0.0
2015-01-29 14:00:00,0.00696767,0.0,0.0
2014-04-02 22:00:00,6.939799331,1.0,7.4804905251
2014-12-26 08:00:00,0.0,0.0,0.0
2015-12-15 08:00:00,0.0,0.0,0.0
2015-03-30 06:00:00,0.0,0.0,0.0
2014-10-23 08:00:00,0.0,0.0,0.0
2015-11-06 20:00:00,0.0,0.0,0.0
2014-01-10 12:00:00,0.02090301,0.0,0.0
2015-12-22 14:00:00,0.0,0.0,0.0
2014-12-26 14:00:00,0.0,0.0,0.0
2015-09-28 20:00:00,0.0,0.0,0.0
2014-08-06 02:00:00,0.0,0.0,0.0
2014-03-09 10:00:00,0.0,0.0,0.053651059
2014-08-22 16:00:00,0.0,0.0,0.0
2013-12-04 12:00:00,0.0,0.0,0.0
2013-12-03 04:00:00,0.0,0.0,0.0
2015-09-29 20:00:00,0.0,0.0,0.0
2015-09-14 12:00:00,0.0,0.0,0.0
2014-04-17 16:00:00,0.550445931,0.0,0.0884894091
2015-09-06 12:00:00,0.0,0.0,0.0
2014-09-09 02:00:00,0.0,0.0,0.0
2014-03-21 02:00:00,1.421404682,1.0,2.1362876255
2014-01-21 18:00:00,0.557413601,1.0,1.0625696766
2015-02-22 22:00:00,0.0,0.0,0.0
2015-11-05 18:00:00,0.0,0.0,0.0
2014-07-26 10:00:00,0.0,0.0,0.0
2014-01-10 06:00:00,0.0,0.0,0.0480795504264
2014-08-03 02:00:00,2.773132664,1.0,18.4267001094
2014-06-30 20:00:00,0.0,0.0,0.0
2014-04-02 12:00:00,0.15328874,1.0,11.3858695652
2015-09-25 14:00:00,0.0,0.0,0.0
2014-09-13 00:00:00,0.0,0.0,0.0
2015-03-29 20:00:00,0.0,0.0,0.0
2015-10-02 04:00:00,0.0,0.0,0.0
2014-03-18 18:00:00,0.0,0.0,0.0
2015-09-08 06:00:00,0.0,0.0,0.0
2014-04-07 04:00:00,0.0,0.0,0.0
2014-07-09 12:00:00,0.0,0.0,0.0
2015-10-17 04:00:00,0.0,0.0,0.0
2014-09-04 22:00:00,0.0,0.0,0.0
2015-01-15 02:00:00,0.0,0.0,0.0
2015-01-17 00:00:00,8.166109253,1.0,5.51351728
2014-08-27 06:00:00,0.0,0.0,0.0
2015-08-31 04:00:00,0.0,0.0,0.0
2014-09-10 14:00:00,0.0,0.0,0.0
2014-05-09 10:00:00,0.0,0.0,0.0
2014-10-04 16:00:00,0.0,0.0,0.0
2015-08-14 18:00:00,0.0,0.0,0.0
2014-07-12 18:00:00,0.0,0.0,0.0
2015-09-08 08:00:00,0.0,0.0,0.0
2014-11-01 08:00:00,0.0,0.0,0.0
2014-08-17 16:00:00,0.0,0.0,0.0
2015-10-21 10:00:00,0.0,0.0,0.0
2014-12-19 00:00:00,0.0,0.0,0.0
2015-02-03 22:00:00,5.260590858,1.0,3.7374581941
2014-07-07 08:00:00,4.542920847,1.0,10.9866220737
2014-06-26 18:00:00,0.18115942,0.0,0.0
2015-11-06 06:00:00,0.0,0.0,0.0
2013-12-22 18:00:00,0.0,0.0,0.0
2014-06-06 02:00:00,0.0,0.0,0.0
2014-06-17 10:00:00,17.37040134,1.0,17.2066610943
2014-02-05 06:00:00,0.0,0.0,0.0
2014-03-17 06:00:00,0.0,0.0,0.0
2014-03-14 00:00:00,0.0,0.0,0.0
2014-04-06 12:00:00,0.0,0.0,0.0
2015-09-27 00:00:00,0.0,0.0,0.0
2014-10-09 14:00:00,0.0,0.0,0.0
2014-07-06 16:00:00,0.0,0.0,0.0
2014-07-11 10:00:00,0.0,0.0,0.0
2014-04-04 22:00:00,0.0,0.0,0.0
2015-09-26 14:00:00,0.0,0.0,0.0
2015-10-04 20:00:00,0.0,0.0,0.0
2014-07-21 22:00:00,0.0,0.0,0.0
2014-04-12 06:00:00,0.0,0.0,0.0
2015-03-31 16:00:00,0.0,0.0,0.0
2014-02-11 06:00:00,0.0,0.0,0.0
2014-09-14 10:00:00,0.0,0.0,0.0
2014-10-09 02:00:00,0.0,0.0,0.0
2014-01-22 16:00:00,7.225473802,1.0,1.5321906354
2014-09-26 02:00:00,0.0,0.0,0.0
2014-04-23 04:00:00,5.629877369,1.0,1.7899944259
2014-02-17 20:00:00,8.319397993,1.0,9.6648550726
2014-06-24 22:00:00,7.364827202,1.0,10.0822185055
2014-02-07 20:00:00,1.902173913,1.0,1.1761426978
2014-06-20 22:00:00,0.0,0.0,0.0
2014-12-21 02:00:00,0.0,0.0,0.0
2015-01-23 04:00:00,0.0,0.0,0.0
2014-06-28 12:00:00,0.0,0.0,0.0
2014-01-02 02:00:00,0.0,0.0,0.0
2013-12-02 10:00:00,0.0,0.0,0.0
2014-12-03 14:00:00,0.06270903,1.0,2.5776895209
2014-01-11 10:00:00,0.0,0.0,0.0
2014-08-03 14:00:00,0.0,0.0,0.0
2014-08-30 02:00:00,0.0,0.0,0.0
2015-11-10 14:00:00,0.0,0.0,0.0
2015-11-09 22:00:00,0.0,0.0,0.0
2015-03-04 18:00:00,0.0,0.0,0.0
2014-01-15 20:00:00,0.0,0.0,0.0
2015-09-06 22:00:00,0.0,0.0,0.0
2014-03-28 22:00:00,3.428093645,1.0,3.8454570792
2014-10-26 18:00:00,0.0,0.0,0.0
2014-06-06 16:00:00,0.0,0.0,0.0
2015-11-06 16:00:00,0.0,0.0,0.0
2014-03-10 16:00:00,0.0,0.0,0.0
2014-02-18 18:00:00,0.431995541,1.0,2.3474080266
2014-03-08 20:00:00,0.0,0.0,0.0
2014-10-20 10:00:00,0.0,0.0,0.0
2014-10-19 12:00:00,0.0,0.0,0.0
2015-01-27 00:00:00,0.0,0.0,0.0
2015-02-04 12:00:00,0.01393534,1.0,5.2801003354
2014-12-07 18:00:00,0.0,0.0,0.0
2015-08-17 20:00:00,8.646878484,1.0,9.8669175038
2014-04-21 08:00:00,2.612876254,1.0,6.7976588628
2014-02-05 00:00:00,0.0,0.0,0.0
2014-03-23 12:00:00,0.0,0.0,0.0
2015-10-20 16:00:00,0.0,0.0,0.0
2015-01-29 22:00:00,5.337235229,1.0,5.032051282
2014-08-21 16:00:00,0.0,0.0,0.0
2015-03-14 14:00:00,0.0,0.0,0.0
2014-07-19 06:00:00,0.0,0.0,0.0
2014-01-16 04:00:00,0.0,0.0,0.0
2014-02-19 12:00:00,0.0,1.0,1.3649665552
2015-01-13 20:00:00,0.00696767,1.0,0.1163600892
2014-06-09 18:00:00,0.0,0.0,0.0
2015-10-14 04:00:00,3.128483835,1.0,4.9421683388
2014-10-26 22:00:00,0.0,0.0,0.0
2014-02-09 16:00:00,0.22296544,1.0,0.5156075809
2014-01-27 14:00:00,0.0,0.0,0.0
2015-08-18 16:00:00,0.0,0.0,0.0
2015-11-09 04:00:00,0.0,0.0,0.0
2014-04-03 14:00:00,0.0,0.0,0.025780379
2014-05-14 02:00:00,0.0,0.0,0.0
2015-03-23 18:00:00,10.50724638,1.0,8.6517558544
2014-01-22 22:00:00,16.36705686,1.0,13.6385172808
2014-07-07 06:00:00,11.56633222,1.0,13.456661091
2014-12-03 00:00:00,13.09921962,1.0,13.9297658856
2015-09-08 14:00:00,0.0,0.0,0.0
