,yield
2014-03-27 02:00:00,0.00376955155013
2014-03-27 04:00:00,0.00376955155013
2014-03-27 06:00:00,0.00376955155013
2014-03-27 08:00:00,0.00376955155013
2014-03-27 10:00:00,0.00376955155013
2014-03-27 12:00:00,0.00376955155013
2014-03-27 14:00:00,0.00376955155013
2014-03-27 16:00:00,0.00376955155013
2014-03-27 18:00:00,0.00376955155013
2014-03-27 20:00:00,0.00376955155013
2014-03-27 22:00:00,0.00376955155013
2014-04-13 00:00:00,2.53603741534e-06
2014-04-13 02:00:00,0.000182636313918
2014-04-13 04:00:00,0.000224864197775
2014-04-13 06:00:00,0.00030122210723
2014-04-13 08:00:00,0.00473307174555
2014-04-13 10:00:00,0.000336551514215
2014-04-13 12:00:00,0.000879592864748
2014-04-13 14:00:00,9.64137948021e-06
2014-04-13 16:00:00,0.000225002637072
2014-04-13 18:00:00,9.30910023783e-05
2014-04-13 20:00:00,2.46791467728e-06
2014-04-13 22:00:00,5.13095896803e-05
2014-04-14 00:00:00,2.38670448171e-06
2014-04-14 02:00:00,0.000231212301482
2014-04-14 04:00:00,5.82689731683e-05
2014-04-14 06:00:00,2.9665151751e-06
2014-04-14 08:00:00,1.59134258585e-06
2014-04-14 10:00:00,0.000768806161885
2014-04-14 12:00:00,0.00547091970451
2014-04-14 14:00:00,0.000154658961089
2014-04-14 16:00:00,0.000252922088374
2014-04-14 18:00:00,4.28037583399e-05
2014-04-14 20:00:00,0.000155142060606
2014-04-14 22:00:00,0.0224088146045
2014-04-15 00:00:00,0.000231824188202
2014-04-15 02:00:00,0.000191231688589
2014-04-15 04:00:00,3.87047376186e-06
2014-04-15 06:00:00,3.94807410997e-06
2014-04-15 08:00:00,0.00293717372845
2014-04-15 10:00:00,0.000127708625628
2014-04-15 12:00:00,0.000941396511506
2014-04-15 14:00:00,0.0048707941273
2014-04-15 16:00:00,0.000335278465425
2014-04-15 18:00:00,4.88286262067e-05
2014-04-15 20:00:00,0.00178379821833
2014-04-15 22:00:00,0.00015549618849
2014-04-16 00:00:00,0.000139658053415
2014-04-16 02:00:00,0.00108738696681
2014-04-16 04:00:00,0.000795350929896
2014-04-16 06:00:00,0.0421962284995
2014-04-16 08:00:00,0.757623051772
2014-04-16 10:00:00,0.271683563064
2014-04-16 12:00:00,0.000440301557711
2014-04-16 14:00:00,0.000453774928417
2014-04-16 16:00:00,0.000369824927935
2014-04-16 18:00:00,0.000566206011946
2014-04-16 20:00:00,0.00035566333978
2014-04-16 22:00:00,4.90068150243e-05
2014-05-03 00:00:00,0.00027442299295
2014-05-03 02:00:00,0.000107377925342
2014-05-03 04:00:00,0.000392243386659
2014-05-03 06:00:00,0.000922836238392
2014-05-03 08:00:00,3.16691040387e-06
2014-05-03 10:00:00,2.90791815409e-06
2014-05-03 12:00:00,2.71054339429e-06
2014-05-03 14:00:00,5.81667075256e-05
2014-05-03 16:00:00,3.46641774363e-06
2014-05-03 18:00:00,3.13069718288e-06
2014-05-03 20:00:00,1.7323152216e-05
2014-05-03 22:00:00,0.000129264810771
2014-05-04 00:00:00,7.31168213107e-05
2014-05-04 02:00:00,0.000114183979007
2014-05-04 04:00:00,0.000309419841483
2014-05-04 06:00:00,3.01171766743e-06
2014-05-04 08:00:00,2.83509427851e-06
2014-05-04 10:00:00,0.000225572945984
2014-05-04 12:00:00,8.54010128346e-05
2014-05-04 14:00:00,2.24796294351e-05
2014-05-04 16:00:00,0.000509849456326
2014-05-04 18:00:00,0.000189213114129
2014-05-04 20:00:00,0.00123359849062
2014-05-04 22:00:00,0.00255799620187
2014-05-05 00:00:00,4.33584418576e-05
2014-05-05 02:00:00,0.0567322613308
2014-05-05 04:00:00,0.000942275533238
2014-05-05 06:00:00,2.98293144848e-05
2014-05-05 08:00:00,2.7141282811e-06
2014-05-05 10:00:00,0.00092171680787
2014-05-05 12:00:00,7.91655679792e-05
2014-05-05 14:00:00,6.4745318547e-05
2014-05-05 16:00:00,4.35357873597e-05
2014-05-05 18:00:00,2.2428701124e-05
2014-05-05 20:00:00,0.00857157691161
2014-05-05 22:00:00,0.000188615074102
2014-05-06 00:00:00,0.000670325833693
2014-05-06 02:00:00,0.00566646807424
2014-05-06 04:00:00,2.42346066398e-06
2014-05-06 06:00:00,6.52457716069e-05
2014-05-06 08:00:00,2.59076815289e-06
2014-05-06 10:00:00,7.81325409858e-05
2014-05-06 12:00:00,0.000873288158344
2014-05-06 14:00:00,3.40398837078e-06
2014-05-06 16:00:00,0.041824286636
2014-05-06 18:00:00,0.957405503301
2014-05-06 20:00:00,8.33201644403
2014-05-06 22:00:00,0.00135954945177
2014-05-23 00:00:00,0.00376955155013
2014-05-23 02:00:00,0.00376955155013
2014-05-23 04:00:00,0.00376955155013
2014-05-23 06:00:00,0.00376955155013
2014-05-23 08:00:00,0.00376955155013
2014-05-23 10:00:00,0.00376955155013
2014-05-23 12:00:00,0.00376955155013
2014-05-23 14:00:00,0.00376955155013
2014-05-23 16:00:00,0.00376955155013
2014-05-23 18:00:00,0.00376955155013
2014-05-23 20:00:00,0.00376955155013
2014-05-23 22:00:00,0.00376955155013
2014-05-24 00:00:00,0.00376955155013
2014-05-24 02:00:00,0.00376955155013
2014-05-24 04:00:00,0.00376955155013
2014-05-24 06:00:00,0.00376955155013
2014-05-24 08:00:00,0.00376955155013
2014-05-24 10:00:00,0.00376955155013
2014-05-24 12:00:00,0.00376955155013
2014-05-24 14:00:00,0.00376955155013
2014-05-24 16:00:00,0.00376955155013
2014-05-24 18:00:00,0.00376955155013
2014-05-24 20:00:00,0.00376955155013
2014-05-24 22:00:00,0.00376955155013
2014-05-25 00:00:00,0.00376955155013
2014-05-25 02:00:00,0.00376955155013
2014-05-25 04:00:00,0.00376955155013
2014-05-25 06:00:00,0.00376955155013
2014-05-25 08:00:00,0.00376955155013
2014-05-25 10:00:00,0.00376955155013
2014-05-25 12:00:00,0.00376955155013
2014-05-25 14:00:00,0.00376955155013
2014-05-25 16:00:00,0.00376955155013
2014-05-25 18:00:00,0.00376955155013
2014-05-25 20:00:00,0.00376955155013
2014-05-25 22:00:00,0.00376955155013
2014-05-26 00:00:00,0.00376955155013
2014-05-26 02:00:00,0.00376955155013
2014-05-26 04:00:00,0.00376955155013
2014-05-26 06:00:00,0.00376955155013
2014-05-26 08:00:00,0.00376955155013
2014-05-26 10:00:00,0.00376955155013
2014-05-26 12:00:00,0.00376955155013
2014-05-26 14:00:00,0.00376955155013
2014-05-26 16:00:00,0.00376955155013
2014-05-26 18:00:00,0.00376955155013
2014-05-26 20:00:00,0.00376955155013
2014-05-26 22:00:00,0.00376955155013
2014-06-12 00:00:00,3.64715203123e-06
2014-06-12 02:00:00,3.64715203123e-06
2014-06-12 04:00:00,2.94349866613e-06
2014-06-12 06:00:00,0.000713085687489
2014-06-12 08:00:00,0.000504158068432
2014-06-12 10:00:00,0.000503642300191
2014-06-12 12:00:00,0.00452380573598
2014-06-12 14:00:00,3.03658901092e-06
2014-06-12 16:00:00,7.1844260241e-05
2014-06-12 18:00:00,2.68868746938e-06
2014-06-12 20:00:00,0.000225918449728
2014-06-12 22:00:00,3.3064564155e-06
2014-06-13 00:00:00,2.91340496033e-06
2014-06-13 02:00:00,0.0040850602888
2014-06-13 04:00:00,2.71491653036e-06
2014-06-13 06:00:00,2.78813076508e-06
2014-06-13 08:00:00,2.14230126012e-06
2014-06-13 10:00:00,2.98272587746e-05
2014-06-13 12:00:00,0.00044093249191
2014-06-13 14:00:00,3.03658901092e-06
2014-06-13 16:00:00,3.67333388923e-05
2014-06-13 18:00:00,0.000225704853527
2014-06-13 20:00:00,0.000594535309385
2014-06-13 22:00:00,2.87272900441e-06
2014-06-14 00:00:00,0.000970429102227
2014-06-14 02:00:00,1.4487055352e-06
2014-06-14 04:00:00,1.61764409881e-06
2014-06-14 06:00:00,0.00267705275949
2014-06-14 08:00:00,1.40853124136e-06
2014-06-14 10:00:00,1.47000232351e-06
2014-06-14 12:00:00,2.04557918207e-06
2014-06-14 14:00:00,2.02253445586e-06
2014-06-14 16:00:00,9.9488763881e-05
2014-06-14 18:00:00,1.69459294462e-06
2014-06-14 20:00:00,2.45783651759e-06
2014-06-14 22:00:00,2.31416706972e-06
2014-06-15 00:00:00,2.18419259508e-06
2014-06-15 02:00:00,2.19779407255e-06
2014-06-15 04:00:00,2.21099041725e-06
2014-06-15 06:00:00,2.18618128922e-06
2014-06-15 08:00:00,2.5332400674e-06
2014-06-15 10:00:00,0.000510320347605
2014-06-15 12:00:00,0.000426660530387
2014-06-15 14:00:00,0.000230569730741
2014-06-15 16:00:00,0.000523649654516
2014-06-15 18:00:00,0.000244768310197
2014-06-15 20:00:00,7.15059225207
2014-06-15 22:00:00,8.79048913086
2014-07-02 00:00:00,3.31359134887e-06
2014-07-02 02:00:00,3.31359134887e-06
2014-07-02 04:00:00,3.45436797382e-06
2014-07-02 06:00:00,3.60827943175e-06
2014-07-02 08:00:00,3.87532750176e-06
2014-07-02 10:00:00,2.83729427951e-06
2014-07-02 12:00:00,0.000684957507483
2014-07-02 14:00:00,0.000851658241726
2014-07-02 16:00:00,0.00191072428133
2014-07-02 18:00:00,0.0604515175902
2014-07-02 20:00:00,6.97279821648
2014-07-02 22:00:00,9.97986343362
2014-07-03 00:00:00,9.7312221297
2014-07-03 02:00:00,2.46139910808
2014-07-03 04:00:00,0.04025919728
2014-07-03 06:00:00,0.000460898253734
2014-07-03 08:00:00,0.020026134046
2014-07-03 10:00:00,0.000112764552798
2014-07-03 12:00:00,0.000767140590077
2014-07-03 14:00:00,0.00459968676986
2014-07-03 16:00:00,0.000551236210464
2014-07-03 18:00:00,0.00580458153514
2014-07-03 20:00:00,0.905793934275
2014-07-03 22:00:00,0.0077906042362
2014-07-04 00:00:00,9.93365149671e-05
2014-07-04 02:00:00,0.000231654135556
2014-07-04 04:00:00,0.00119207954404
2014-07-04 06:00:00,0.00117169397222
2014-07-04 08:00:00,0.000161450866375
2014-07-04 10:00:00,0.000454293404686
2014-07-04 12:00:00,0.000384988760474
2014-07-04 14:00:00,2.33620452199e-06
2014-07-04 16:00:00,0.000419090236907
2014-07-04 18:00:00,0.000836957293126
2014-07-04 20:00:00,0.000711772194147
2014-07-04 22:00:00,0.000266198135077
2014-07-05 00:00:00,7.84139019597e-05
2014-07-05 02:00:00,0.000195960335382
2014-07-05 04:00:00,0.0566478654427
2014-07-05 06:00:00,0.00177704971358
2014-07-05 08:00:00,0.000781944372799
2014-07-05 10:00:00,0.0362116415045
2014-07-05 12:00:00,0.000329143933601
2014-07-05 14:00:00,0.000441234365153
2014-07-05 16:00:00,2.8626931066e-06
2014-07-05 18:00:00,0.000964356605722
2014-07-05 20:00:00,3.46372819924e-06
2014-07-05 22:00:00,3.485499871e-06
2014-07-22 00:00:00,0.00376955155013
2014-07-22 02:00:00,0.00376955155013
2014-07-22 04:00:00,0.00376955155013
2014-07-22 06:00:00,0.00376955155013
2014-07-22 08:00:00,0.00376955155013
2014-07-22 10:00:00,0.00376955155013
2014-07-22 12:00:00,0.00376955155013
2014-07-22 14:00:00,0.00376955155013
2014-07-22 16:00:00,0.00376955155013
2014-07-22 18:00:00,0.00376955155013
2014-07-22 20:00:00,0.00376955155013
2014-07-22 22:00:00,0.00376955155013
2014-07-23 00:00:00,0.00376955155013
2014-07-23 02:00:00,0.00376955155013
2014-07-23 04:00:00,0.00376955155013
2014-07-23 06:00:00,0.00376955155013
2014-07-23 08:00:00,0.00376955155013
2014-07-23 10:00:00,0.00376955155013
2014-07-23 12:00:00,0.00376955155013
2014-07-23 14:00:00,0.00376955155013
2014-07-23 16:00:00,0.00376955155013
2014-07-23 18:00:00,0.00376955155013
2014-07-23 20:00:00,0.00376955155013
2014-07-23 22:00:00,0.00376955155013
2014-07-24 00:00:00,0.00376955155013
2014-07-24 02:00:00,0.00376955155013
2014-07-24 04:00:00,0.00376955155013
2014-07-24 06:00:00,0.00376955155013
2014-07-24 08:00:00,0.00376955155013
2014-07-24 10:00:00,0.00376955155013
2014-07-24 12:00:00,0.00376955155013
2014-07-24 14:00:00,0.00376955155013
2014-07-24 16:00:00,0.00376955155013
2014-07-24 18:00:00,0.00376955155013
2014-07-24 20:00:00,0.00376955155013
2014-07-24 22:00:00,0.00376955155013
2014-07-25 00:00:00,0.00376955155013
2014-07-25 02:00:00,0.00376955155013
2014-07-25 04:00:00,0.00376955155013
2014-07-25 06:00:00,0.00376955155013
2014-07-25 08:00:00,0.00376955155013
2014-07-25 10:00:00,0.00376955155013
2014-07-25 12:00:00,0.00376955155013
2014-07-25 14:00:00,0.00376955155013
2014-07-25 16:00:00,0.00376955155013
2014-07-25 18:00:00,0.00376955155013
2014-07-25 20:00:00,0.00376955155013
2014-07-25 22:00:00,0.00376955155013
2014-08-11 00:00:00,0.000594968409436
2014-08-11 02:00:00,3.1938079097e-06
2014-08-11 04:00:00,0.000148798043397
2014-08-11 06:00:00,0.000154698087869
2014-08-11 08:00:00,1.97032347877e-06
2014-08-11 10:00:00,0.000148505535527
2014-08-11 12:00:00,7.11124510077e-05
2014-08-11 14:00:00,8.51133576615e-05
2014-08-11 16:00:00,0.000245171432821
2014-08-11 18:00:00,0.000635299954162
2014-08-11 20:00:00,5.93513660587e-05
2014-08-11 22:00:00,3.44058551397e-06
2014-08-12 00:00:00,3.44058551397e-06
2014-08-12 02:00:00,0.000141665771351
2014-08-12 04:00:00,2.79940312508e-06
2014-08-12 06:00:00,2.79940312508e-06
2014-08-12 08:00:00,2.52654686944e-06
2014-08-12 10:00:00,9.2451923232e-06
2014-08-12 12:00:00,1.62347823923e-05
2014-08-12 14:00:00,1.54473180744e-05
2014-08-12 16:00:00,0.00054423691063
2014-08-12 18:00:00,2.12710483778e-06
2014-08-12 20:00:00,0.000196732435182
2014-08-12 22:00:00,1.53038934305e-05
2014-08-13 00:00:00,0.000461951091574
2014-08-13 02:00:00,3.09274161818e-06
